time,open,high,low,close,tick_volume,spread,real_volume
2026-04-22 12:00:00,1.17536,1.17573,1.1751800000000001,1.17559,847,1,0
2026-04-22 12:15:00,1.17559,1.17559,1.17504,1.17519,821,1,0
2026-04-22 12:30:00,1.17519,1.17539,1.17512,1.17521,636,1,0
2026-04-22 12:45:00,1.1752,1.17525,1.17463,1.17476,871,1,0
2026-04-22 13:00:00,1.17475,1.17509,1.17437,1.17461,954,1,0
2026-04-22 13:15:00,1.17459,1.17506,1.17459,1.17497,764,1,0
2026-04-22 13:30:00,1.17496,1.17519,1.17486,1.17502,634,1,0
2026-04-22 13:45:00,1.1750099999999999,1.17533,1.17493,1.17516,667,1,0
2026-04-22 14:00:00,1.17516,1.17516,1.17458,1.17458,692,1,0
2026-04-22 14:15:00,1.17458,1.17482,1.17426,1.17442,1037,1,0
2026-04-22 14:30:00,1.17442,1.17458,1.17382,1.17385,1131,1,0
2026-04-22 14:45:00,1.17385,1.17407,1.1732,1.17347,1162,1,0
2026-04-22 15:00:00,1.17348,1.17377,1.17302,1.17322,988,1,0
2026-04-22 15:15:00,1.17323,1.17367,1.17272,1.17278,946,1,0
2026-04-22 15:30:00,1.17271,1.17291,1.1724700000000001,1.17262,1348,1,0
2026-04-22 15:45:00,1.17263,1.17305,1.17252,1.17277,977,1,0
2026-04-22 16:00:00,1.17277,1.17344,1.17239,1.17259,1354,1,0
2026-04-22 16:15:00,1.1726,1.17385,1.1724999999999999,1.17321,1691,1,0
2026-04-22 16:30:00,1.17322,1.17415,1.17281,1.17405,2013,1,0
2026-04-22 16:45:00,1.17407,1.17433,1.17372,1.17408,1225,1,0
2026-04-22 17:00:00,1.17408,1.1743000000000001,1.17337,1.1734499999999999,1167,1,0
2026-04-22 17:15:00,1.1734499999999999,1.17401,1.17314,1.17337,1357,1,0
2026-04-22 17:30:00,1.17337,1.17349,1.17262,1.17288,1758,1,0
2026-04-22 17:45:00,1.17289,1.17315,1.17183,1.1718600000000001,1691,1,0
2026-04-22 18:00:00,1.1718600000000001,1.1722,1.17154,1.17199,1800,1,0
2026-04-22 18:15:00,1.17198,1.17228,1.17166,1.17218,946,1,0
2026-04-22 18:30:00,1.17219,1.17239,1.17132,1.17139,1406,1,0
2026-04-22 18:45:00,1.17135,1.17167,1.17123,1.17133,1102,1,0
2026-04-22 19:00:00,1.17133,1.17154,1.17119,1.17144,876,1,0
2026-04-22 19:15:00,1.17144,1.17145,1.17102,1.17126,747,1,0
2026-04-22 19:30:00,1.1712500000000001,1.17157,1.171,1.17135,591,1,0
2026-04-22 19:45:00,1.17133,1.17154,1.17118,1.17127,646,1,0
2026-04-22 20:00:00,1.17127,1.17168,1.17112,1.17132,979,1,0
2026-04-22 20:15:00,1.17132,1.17168,1.17129,1.17149,741,1,0
2026-04-22 20:30:00,1.1715,1.17168,1.17129,1.17148,841,1,0
2026-04-22 20:45:00,1.17149,1.17151,1.171,1.17104,626,1,0
2026-04-22 21:00:00,1.17104,1.1713,1.17087,1.17113,614,1,0
2026-04-22 21:15:00,1.17114,1.17115,1.17075,1.1709100000000001,611,1,0
2026-04-22 21:30:00,1.1709100000000001,1.17119,1.17078,1.17119,519,1,0
2026-04-22 21:45:00,1.17117,1.17122,1.17078,1.17089,366,1,0
2026-04-22 22:00:00,1.17088,1.171,1.17058,1.17095,581,1,0
2026-04-22 22:15:00,1.17094,1.17112,1.17085,1.17103,520,1,0
2026-04-22 22:30:00,1.17102,1.17102,1.17069,1.17077,408,1,0
2026-04-22 22:45:00,1.17077,1.17078,1.17049,1.17056,557,1,0
2026-04-22 23:00:00,1.17057,1.17057,1.17029,1.17054,573,1,0
2026-04-22 23:15:00,1.17053,1.17066,1.17048,1.17065,405,2,0
2026-04-22 23:30:00,1.17065,1.17075,1.17032,1.17057,339,2,0
2026-04-22 23:45:00,1.17059,1.17074,1.17046,1.17052,266,7,0
2026-04-23 00:00:00,1.17038,1.17057,1.17038,1.17051,32,22,0
2026-04-23 00:15:00,1.17049,1.17054,1.17038,1.17041,56,22,0
2026-04-23 00:30:00,1.17042,1.17048,1.17037,1.17048,59,22,0
2026-04-23 00:45:00,1.17048,1.17078,1.17048,1.17075,90,22,0
2026-04-23 01:00:00,1.17074,1.1709100000000001,1.17057,1.1706,244,2,0
2026-04-23 01:15:00,1.1706,1.17072,1.17059,1.17063,327,2,0
2026-04-23 01:30:00,1.17064,1.17072,1.17049,1.17051,242,2,0
2026-04-23 01:45:00,1.17053,1.17072,1.17051,1.17062,213,2,0
2026-04-23 02:00:00,1.17063,1.17066,1.17045,1.17056,259,1,0
2026-04-23 02:15:00,1.17056,1.17066,1.1705,1.17066,128,1,0
2026-04-23 02:30:00,1.17065,1.17072,1.17057,1.17065,122,1,0
2026-04-23 02:45:00,1.17065,1.17072,1.1705,1.17057,266,1,0
2026-04-23 03:00:00,1.17056,1.17076,1.16977,1.16977,1106,1,0
2026-04-23 03:15:00,1.16977,1.1713,1.16922,1.17105,2285,1,0
2026-04-23 03:30:00,1.17104,1.17136,1.17098,1.17109,987,1,0
2026-04-23 03:45:00,1.17108,1.17129,1.17097,1.17116,1202,1,0
2026-04-23 04:00:00,1.17117,1.1713,1.1709100000000001,1.17096,1040,1,0
2026-04-23 04:15:00,1.17095,1.1712,1.17077,1.17087,603,1,0
